"订单日期","地区","产品","产品类别","客户类型","销售额","成本","折扣","数量"
"2025-06-23","华南","云感记忆枕","家居生活","企业客户","1912","1075.5","0.2","10"
"2025-06-10","华南","极光机械键盘","数码家电","老客户","1372.8","995.28","0.2","4"
"2025-06-21","西南","极光机械键盘","数码家电","企业客户","2574","1492.92","0","6"
"2025-06-06","华东","原木收纳架","家居生活","新客户","1875.3","1026.48","0.05","6"
"2025-06-06","西南","轻氧防晒外套","服饰箱包","企业客户","1435.2","771.42","0.2","6"
"2025-06-15","华北","原木收纳架","家居生活","新客户","592.2","342.16","0.1","2"
"2025-06-15","华中","复古帆布鞋","服饰箱包","新客户","1076","527.24","0","4"
"2025-06-01","华北","轻羽智能手表","数码家电","老客户","3596","2193.56","0","4"
"2025-06-11","西南","山野挂耳咖啡","食品饮料","新客户","160.2","69.42","0.1","2"
"2025-06-14","华北","星云降噪耳机","数码家电","老客户","3495","1957.2","0","5"
"2025-06-22","西南","复古帆布鞋","服饰箱包","企业客户","1721.6","1054.48","0.2","8"
"2025-06-24","华东","原木收纳架","家居生活","企业客户","2796.5","1710.8","0.15","10"
"2025-06-14","西南","原木收纳架","家居生活","新客户","1184.4","684.32","0.1","4"
"2025-06-15","华东","暖阳香薰机","家居生活","老客户","845.75","467.65","0.15","5"
"2025-06-09","华北","复古帆布鞋","服饰箱包","老客户","1452.6","790.86","0.1","6"
"2025-06-20","西南","城市通勤双肩包","服饰箱包","老客户","861.6","516.96","0.2","3"
"2025-06-18","西南","极光机械键盘","数码家电","老客户","1158.3","746.46","0.1","3"
"2025-06-28","华北","轻羽智能手表","数码家电","企业客户","7192","5483.9","0.2","10"
"2025-06-11","华北","暖阳香薰机","家居生活","企业客户","1791","841.77","0","9"
"2025-06-10","华东","暖阳香薰机","家居生活","老客户","1592","748.24","0","8"
"2025-06-16","华东","轻羽智能手表","数码家电","新客户","3596","2193.56","0","4"
"2025-06-24","华南","轻氧防晒外套","服饰箱包","新客户","1794","771.42","0","6"
"2025-06-07","华东","每日坚果礼盒","食品饮料","老客户","1001.7","690.06","0.1","7"
"2025-06-05","华南","低糖燕麦脆","食品饮料","企业客户","524.4","242.88","0.05","8"
"2025-06-16","西南","低糖燕麦脆","食品饮料","老客户","276","151.8","0.2","5"
"2025-07-27","西南","城市通勤双肩包","服饰箱包","企业客户","2584.8","1550.88","0.2","9"
"2025-07-10","华中","轻氧防晒外套","服饰箱包","老客户","897","385.71","0","3"
"2025-07-16","华北","每日坚果礼盒","食品饮料","老客户","429.3","295.74","0.1","3"
"2025-07-06","西南","轻氧防晒外套","服饰箱包","新客户","299","128.57","0","1"
"2025-07-18","西南","城市通勤双肩包","服饰箱包","老客户","915.45","516.96","0.15","3"
"2025-07-26","西南","轻羽智能手表","数码家电","老客户","1528.3","1096.78","0.15","2"
"2025-07-01","华南","山野挂耳咖啡","食品饮料","新客户","240.3","104.13","0.1","3"
"2025-07-17","华北","轻羽智能手表","数码家电","企业客户","7192","4387.12","0","8"
"2025-07-05","华东","星云降噪耳机","数码家电","企业客户","5661.9","3522.96","0.1","9"
"2025-07-08","华东","云感记忆枕","家居生活","企业客户","1912","1075.5","0.2","10"
"2025-07-19","西南","每日坚果礼盒","食品饮料","企业客户","795","492.9","0","5"
"2025-07-05","华南","暖阳香薰机","家居生活","老客户","845.75","467.65","0.15","5"
"2025-07-14","华南","轻氧防晒外套","服饰箱包","新客户","1196","514.28","0","4"
"2025-07-20","西南","低糖燕麦脆","食品饮料","新客户","276","151.8","0.2","5"
"2025-07-16","华东","每日坚果礼盒","食品饮料","企业客户","1486.65","1084.38","0.15","11"
"2025-07-28","华中","每日坚果礼盒","食品饮料","老客户","381.6","295.74","0.2","3"
"2025-07-21","西南","轻羽智能手表","数码家电","老客户","3820.75","2741.95","0.15","5"
"2025-07-19","华南","极光机械键盘","数码家电","老客户","2552.55","1741.74","0.15","7"
"2025-07-03","华北","复古帆布鞋","服饰箱包","新客户","807","395.43","0","3"
"2025-07-20","华中","轻羽智能手表","数码家电","新客户","809.1","548.39","0.1","1"
"2025-07-04","华东","暖阳香薰机","家居生活","老客户","1184.05","654.71","0.15","7"
"2025-07-28","华北","暖阳香薰机","家居生活","企业客户","1691.5","935.3","0.15","10"
"2025-07-18","华南","低糖燕麦脆","食品饮料","新客户","248.4","121.44","0.1","4"
"2025-07-28","华中","低糖燕麦脆","食品饮料","新客户","175.95","91.08","0.15","3"
"2025-07-20","西南","原木收纳架","家居生活","企业客户","1974","1026.48","0","6"
"2025-07-05","西南","暖阳香薰机","家居生活","企业客户","1393","654.71","0","7"
"2025-07-01","华中","暖阳香薰机","家居生活","老客户","796","374.12","0","4"
"2025-07-16","华东","山野挂耳咖啡","食品饮料","老客户","529.55","242.97","0.15","7"
"2025-07-05","华中","轻羽智能手表","数码家电","老客户","4495","2741.95","0","5"
"2025-07-14","华南","云感记忆枕","家居生活","新客户","382.4","215.1","0.2","2"
"2025-07-06","华南","极光机械键盘","数码家电","老客户","858","497.64","0","2"
"2025-07-26","西南","轻羽智能手表","数码家电","老客户","1798","1096.78","0","2"
"2025-07-25","华北","极光机械键盘","数码家电","新客户","1287","746.46","0","3"
"2025-07-20","华中","极光机械键盘","数码家电","企业客户","2059.2","1492.92","0.2","6"
"2025-07-02","华东","星云降噪耳机","数码家电","新客户","3914.4","2740.08","0.2","7"
"2025-07-08","华东","复古帆布鞋","服饰箱包","企业客户","2152","1318.1","0.2","10"
"2025-08-22","华中","轻羽智能手表","数码家电","企业客户","8091","4935.51","0","9"
"2025-08-06","华北","复古帆布鞋","服饰箱包","企业客户","1883","922.67","0","7"
"2025-08-02","西南","轻羽智能手表","数码家电","老客户","4495","2741.95","0","5"
"2025-08-13","华中","轻氧防晒外套","服饰箱包","企业客户","2392","1028.56","0","8"
"2025-08-13","华北","星云降噪耳机","数码家电","新客户","4194","2348.64","0","6"
"2025-08-21","华中","暖阳香薰机","家居生活","新客户","358.2","187.06","0.1","2"
"2025-08-03","西南","轻羽智能手表","数码家电","老客户","2157.6","1645.17","0.2","3"
"2025-08-05","西南","原木收纳架","家居生活","老客户","1316","684.32","0","4"
"2025-08-09","西南","轻羽智能手表","数码家电","新客户","1708.1","1096.78","0.05","2"
"2025-08-22","华南","暖阳香薰机","家居生活","老客户","567.15","280.59","0.05","3"
"2025-08-14","华东","暖阳香薰机","家居生活","新客户","995","467.65","0","5"
"2025-08-23","西南","轻氧防晒外套","服饰箱包","企业客户","2691","1157.13","0","9"
"2025-08-19","华南","复古帆布鞋","服饰箱包","老客户","538","263.62","0","2"
"2025-08-11","华北","云感记忆枕","家居生活","企业客户","1529.6","860.4","0.2","8"
"2025-08-24","华南","云感记忆枕","家居生活","新客户","1673","752.85","0","7"
"2025-08-24","西南","极光机械键盘","数码家电","新客户","815.1","497.64","0.05","2"
"2025-08-02","华南","每日坚果礼盒","食品饮料","老客户","810.9","591.48","0.15","6"
"2025-08-18","华北","城市通勤双肩包","服饰箱包","企业客户","2046.3","1033.92","0.05","6"
"2025-08-02","华中","暖阳香薰机","家居生活","老客户","318.4","187.06","0.2","2"
"2025-08-25","华中","山野挂耳咖啡","食品饮料","老客户","75.65","34.71","0.15","1"
"2025-08-15","华南","暖阳香薰机","家居生活","企业客户","1701.45","841.77","0.05","9"
"2025-08-19","华北","复古帆布鞋","服饰箱包","企业客户","2178.9","1186.29","0.1","9"
"2025-08-16","华北","暖阳香薰机","家居生活","企业客户","1194","561.18","0","6"
"2025-08-03","华中","低糖燕麦脆","食品饮料","新客户","65.55","30.36","0.05","1"
"2025-08-27","华南","原木收纳架","家居生活","老客户","1579.2","1026.48","0.2","6"
"2025-08-06","西南","暖阳香薰机","家居生活","企业客户","1701.45","841.77","0.05","9"
"2025-08-06","西南","云感记忆枕","家居生活","老客户","860.4","430.2","0.1","4"
"2025-08-12","华中","低糖燕麦脆","食品饮料","新客户","293.25","151.8","0.15","5"
"2025-08-14","西南","每日坚果礼盒","食品饮料","新客户","508.8","394.32","0.2","4"
"2025-08-19","西南","极光机械键盘","数码家电","企业客户","2745.6","1990.56","0.2","8"
"2025-08-22","西南","极光机械键盘","数码家电","企业客户","3281.85","2239.38","0.15","9"
"2025-08-06","华南","原木收纳架","家居生活","老客户","1316","855.4","0.2","5"
"2025-08-04","华中","暖阳香薰机","家居生活","老客户","895.5","467.65","0.1","5"
"2025-08-28","西南","低糖燕麦脆","食品饮料","企业客户","524.4","242.88","0.05","8"
"2025-08-27","华南","云感记忆枕","家居生活","老客户","227.05","107.55","0.05","1"
"2025-08-11","西南","星云降噪耳机","数码家电","老客户","2970.75","1957.2","0.15","5"
"2025-09-04","华南","复古帆布鞋","服饰箱包","老客户","538","263.62","0","2"
"2025-09-20","华中","轻羽智能手表","数码家电","企业客户","6293","3838.73","0","7"
"2025-09-25","西南","轻氧防晒外套","服饰箱包","老客户","897","385.71","0","3"
"2025-09-06","华南","复古帆布鞋","服饰箱包","老客户","1614","790.86","0","6"
"2025-09-21","西南","原木收纳架","家居生活","老客户","1316","684.32","0","4"
"2025-09-25","华南","山野挂耳咖啡","食品饮料","老客户","356","138.84","0","4"
"2025-09-15","华东","低糖燕麦脆","食品饮料","企业客户","807.3","394.68","0.1","13"
"2025-09-23","华中","星云降噪耳机","数码家电","新客户","2796","1565.76","0","4"
"2025-09-24","西南","低糖燕麦脆","食品饮料","企业客户","527.85","273.24","0.15","9"
"2025-09-15","西南","每日坚果礼盒","食品饮料","老客户","254.4","197.16","0.2","2"
"2025-09-01","华北","云感记忆枕","家居生活","企业客户","2270.5","1075.5","0.05","10"
"2025-09-26","华南","复古帆布鞋","服饰箱包","老客户","457.3","263.62","0.15","2"
"2025-09-19","华中","每日坚果礼盒","食品饮料","企业客户","1081.2","788.64","0.15","8"
"2025-09-11","西南","星云降噪耳机","数码家电","新客户","629.1","391.44","0.1","1"
"2025-09-08","华北","低糖燕麦脆","食品饮料","老客户","175.95","91.08","0.15","3"
"2025-09-11","西南","低糖燕麦脆","食品饮料","企业客户","441.6","242.88","0.2","8"
"2025-09-16","华北","星云降噪耳机","数码家电","新客户","2097","1174.32","0","3"
"2025-09-16","华中","极光机械键盘","数码家电","老客户","2445.3","1492.92","0.05","6"
"2025-09-15","西南","云感记忆枕","家居生活","老客户","1195","537.75","0","5"
"2025-09-06","华南","城市通勤双肩包","服饰箱包","企业客户","3051.5","1723.2","0.15","10"
"2025-09-01","华南","每日坚果礼盒","食品饮料","企业客户","1749","1084.38","0","11"
"2025-09-16","华中","每日坚果礼盒","食品饮料","新客户","254.4","197.16","0.2","2"
"2025-09-01","华东","轻羽智能手表","数码家电","企业客户","8630.4","6580.68","0.2","12"
"2025-09-07","华东","山野挂耳咖啡","食品饮料","老客户","284.8","138.84","0.2","4"
"2025-09-12","华东","低糖燕麦脆","食品饮料","老客户","207","91.08","0","3"
"2025-09-28","西南","每日坚果礼盒","食品饮料","企业客户","1272","788.64","0","8"
"2025-09-21","华北","山野挂耳咖啡","食品饮料","老客户","400.5","173.55","0.1","5"
"2025-09-07","华中","低糖燕麦脆","食品饮料","老客户","124.2","60.72","0.1","2"
"2025-09-02","华南","低糖燕麦脆","食品饮料","新客户","458.85","212.52","0.05","7"
"2025-09-15","华东","暖阳香薰机","家居生活","新客户","1273.6","748.24","0.2","8"
"2025-09-02","华东","城市通勤双肩包","服饰箱包","企业客户","3590","1723.2","0","10"
"2025-09-15","华中","云感记忆枕","家居生活","新客户","1422.05","752.85","0.15","7"
"2025-09-10","华中","云感记忆枕","家居生活","老客户","573.6","322.65","0.2","3"
"2025-09-28","华南","轻羽智能手表","数码家电","老客户","899","548.39","0","1"
"2025-09-21","华北","原木收纳架","家居生活","企业客户","3948","2052.96","0","12"
"2025-09-15","西南","每日坚果礼盒","食品饮料","老客户","636","394.32","0","4"
"2025-10-21","华中","轻氧防晒外套","服饰箱包","老客户","1270.75","642.85","0.15","5"
"2025-10-12","华南","每日坚果礼盒","食品饮料","企业客户","1144.8","887.22","0.2","9"
"2025-10-19","西南","复古帆布鞋","服饰箱包","新客户","242.1","131.81","0.1","1"
"2025-10-09","华东","轻羽智能手表","数码家电","企业客户","9349.6","7129.07","0.2","13"
"2025-10-28","华南","星云降噪耳机","数码家电","老客户","3355.2","2348.64","0.2","6"
"2025-10-01","西南","极光机械键盘","数码家电","新客户","407.55","248.82","0.05","1"
"2025-10-26","华南","山野挂耳咖啡","食品饮料","企业客户","756.5","347.1","0.15","10"
"2025-10-07","华中","轻氧防晒外套","服饰箱包","企业客户","2152.8","1028.56","0.1","8"
"2025-10-11","华东","轻氧防晒外套","服饰箱包","新客户","1524.9","771.42","0.15","6"
"2025-10-19","华中","星云降噪耳机","数码家电","企业客户","4194","2348.64","0","6"
"2025-10-22","华中","轻氧防晒外套","服饰箱包","企业客户","1794","771.42","0","6"
"2025-10-23","西南","每日坚果礼盒","食品饮料","新客户","636","394.32","0","4"
"2025-10-03","华中","复古帆布鞋","服饰箱包","新客户","766.65","395.43","0.05","3"
"2025-10-23","西南","轻羽智能手表","数码家电","老客户","2427.3","1645.17","0.1","3"
"2025-10-21","华北","低糖燕麦脆","食品饮料","新客户","196.65","91.08","0.05","3"
"2025-10-09","华中","复古帆布鞋","服饰箱包","老客户","269","131.81","0","1"
"2025-10-14","西南","低糖燕麦脆","食品饮料","新客户","207","91.08","0","3"
"2025-10-05","华东","低糖燕麦脆","食品饮料","新客户","327.75","151.8","0.05","5"
"2025-10-22","华中","复古帆布鞋","服饰箱包","新客户","1533.3","790.86","0.05","6"
"2025-10-22","华中","原木收纳架","家居生活","企业客户","2105.6","1368.64","0.2","8"
"2025-10-14","华中","星云降噪耳机","数码家电","新客户","1188.3","782.88","0.15","2"
"2025-10-20","西南","云感记忆枕","家居生活","老客户","478","215.1","0","2"
"2025-10-12","华东","复古帆布鞋","服饰箱包","新客户","1143.25","659.05","0.15","5"
"2025-10-20","华北","山野挂耳咖啡","食品饮料","老客户","213.6","104.13","0.2","3"
"2025-10-08","华南","复古帆布鞋","服饰箱包","老客户","484.2","263.62","0.1","2"
"2025-10-13","华南","极光机械键盘","数码家电","新客户","2059.2","1492.92","0.2","6"
"2025-10-04","华东","轻氧防晒外套","服饰箱包","新客户","1883.7","899.99","0.1","7"
"2025-10-12","华东","暖阳香薰机","家居生活","企业客户","2189","1028.83","0","11"
"2025-10-16","华中","星云降噪耳机","数码家电","企业客户","4403.7","2740.08","0.1","7"
"2025-10-22","华南","轻氧防晒外套","服饰箱包","企业客户","3049.8","1542.84","0.15","12"
"2025-10-17","华中","轻羽智能手表","数码家电","老客户","3056.6","2193.56","0.15","4"
"2025-10-16","西南","轻氧防晒外套","服饰箱包","老客户","508.3","257.14","0.15","2"
"2025-10-14","华北","轻氧防晒外套","服饰箱包","企业客户","2272.4","1028.56","0.05","8"
"2025-10-28","华东","每日坚果礼盒","食品饮料","老客户","381.6","295.74","0.2","3"
"2025-10-03","华北","云感记忆枕","家居生活","老客户","1673","752.85","0","7"
"2025-10-21","华北","暖阳香薰机","家居生活","企业客户","1791","841.77","0","9"
"2025-11-02","华南","星云降噪耳机","数码家电","老客户","4403.7","2740.08","0.1","7"
"2025-11-01","华中","轻羽智能手表","数码家电","老客户","4270.25","2741.95","0.05","5"
"2025-11-01","西南","云感记忆枕","家居生活","企业客户","1935.9","967.95","0.1","9"
"2025-11-09","华南","星云降噪耳机","数码家电","新客户","1398","782.88","0","2"
"2025-11-01","华北","山野挂耳咖啡","食品饮料","企业客户","801","312.39","0","9"
"2025-11-05","华中","轻羽智能手表","数码家电","企业客户","6293","3838.73","0","7"
"2025-11-10","西南","复古帆布鞋","服饰箱包","企业客户","2152","1054.48","0","8"
"2025-11-22","华北","极光机械键盘","数码家电","企业客户","3088.8","1990.56","0.1","8"
"2025-11-19","华北","原木收纳架","家居生活","新客户","1316","855.4","0.2","5"
"2025-11-18","西南","轻氧防晒外套","服饰箱包","老客户","956.8","514.28","0.2","4"
"2025-11-08","西南","复古帆布鞋","服饰箱包","企业客户","2367.2","1449.91","0.2","11"
"2025-11-28","华中","山野挂耳咖啡","食品饮料","老客户","623","242.97","0","7"
"2025-11-18","华中","低糖燕麦脆","食品饮料","老客户","131.1","60.72","0.05","2"
"2025-11-19","西南","城市通勤双肩包","服饰箱包","老客户","2513","1206.24","0","7"
"2025-11-22","华南","极光机械键盘","数码家电","老客户","3667.95","2239.38","0.05","9"
"2025-11-17","华中","复古帆布鞋","服饰箱包","老客户","1788.85","922.67","0.05","7"
"2025-11-25","西南","山野挂耳咖啡","食品饮料","企业客户","890","347.1","0","10"
"2025-11-02","西南","轻羽智能手表","数码家电","企业客户","10248.6","6580.68","0.05","12"
"2025-11-11","华南","极光机械键盘","数码家电","企业客户","4483.05","2737.02","0.05","11"
"2025-11-10","西南","城市通勤双肩包","服饰箱包","老客户","1436","689.28","0","4"
"2025-11-17","华北","复古帆布鞋","服饰箱包","老客户","1143.25","659.05","0.15","5"
"2025-11-15","华北","极光机械键盘","数码家电","老客户","2702.7","1741.74","0.1","7"
"2025-11-01","华东","轻氧防晒外套","服饰箱包","新客户","1435.2","771.42","0.2","6"
"2025-11-19","西南","每日坚果礼盒","食品饮料","企业客户","1081.2","788.64","0.15","8"
"2025-11-13","华南","城市通勤双肩包","服饰箱包","新客户","682.1","344.64","0.05","2"
"2025-11-08","华北","城市通勤双肩包","服饰箱包","新客户","2441.2","1378.56","0.15","8"
"2025-11-18","华南","星云降噪耳机","数码家电","老客户","3320.25","1957.2","0.05","5"
"2025-11-02","华中","每日坚果礼盒","食品饮料","企业客户","1486.65","1084.38","0.15","11"
"2025-11-13","华南","原木收纳架","家居生活","新客户","1645","855.4","0","5"
"2025-11-13","华北","云感记忆枕","家居生活","企业客户","2234.65","1183.05","0.15","11"
"2025-11-09","西南","城市通勤双肩包","服饰箱包","企业客户","3231","1550.88","0","9"
"2025-11-27","西南","暖阳香薰机","家居生活","新客户","796","374.12","0","4"
"2025-11-09","华东","云感记忆枕","家居生活","老客户","812.6","430.2","0.15","4"
"2025-11-26","西南","山野挂耳咖啡","食品饮料","企业客户","907.8","416.52","0.15","12"
"2025-11-03","华东","暖阳香薰机","家居生活","企业客户","3383","1590.01","0","17"
"2025-11-27","华北","极光机械键盘","数码家电","老客户","2702.7","1741.74","0.1","7"
"2025-12-17","华中","极光机械键盘","数码家电","新客户","1222.65","746.46","0.05","3"
"2025-12-24","华东","极光机械键盘","数码家电","新客户","1716","995.28","0","4"
"2025-12-02","华北","每日坚果礼盒","食品饮料","企业客户","1287.9","887.22","0.1","9"
"2025-12-03","华北","复古帆布鞋","服饰箱包","新客户","1076","527.24","0","4"
"2025-12-03","华北","原木收纳架","家居生活","新客户","2105.6","1368.64","0.2","8"
"2025-12-15","华北","云感记忆枕","家居生活","老客户","645.3","322.65","0.1","3"
"2025-12-12","华中","轻羽智能手表","数码家电","老客户","6293","3838.73","0","7"
"2025-12-03","华南","云感记忆枕","家居生活","新客户","478","215.1","0","2"
"2025-12-02","华中","原木收纳架","家居生活","老客户","658","342.16","0","2"
"2025-12-03","西南","山野挂耳咖啡","食品饮料","新客户","253.65","104.13","0.05","3"
"2025-12-18","华北","复古帆布鞋","服饰箱包","新客户","807","395.43","0","3"
"2025-12-19","西南","极光机械键盘","数码家电","新客户","2059.2","1492.92","0.2","6"
"2025-12-25","华中","轻羽智能手表","数码家电","新客户","5124.3","3290.34","0.05","6"
"2025-12-19","华中","低糖燕麦脆","食品饮料","老客户","248.4","121.44","0.1","4"
"2025-12-16","华中","原木收纳架","家居生活","企业客户","4277","2224.04","0","13"
"2025-12-01","西南","极光机械键盘","数码家电","企业客户","3260.4","1990.56","0.05","8"
"2025-12-07","华东","城市通勤双肩包","服饰箱包","老客户","682.1","344.64","0.05","2"
"2025-12-24","华中","山野挂耳咖啡","食品饮料","老客户","453.9","208.26","0.15","6"
"2025-12-25","华北","复古帆布鞋","服饰箱包","新客户","1371.9","790.86","0.15","6"
"2025-12-08","西南","星云降噪耳机","数码家电","新客户","2796","1565.76","0","4"
"2025-12-26","华南","轻氧防晒外套","服饰箱包","老客户","1988.35","899.99","0.05","7"
"2025-12-05","华北","复古帆布鞋","服饰箱包","新客户","1600.55","922.67","0.15","7"
"2025-12-09","华南","星云降噪耳机","数码家电","企业客户","8178.3","5088.72","0.1","13"
"2025-12-02","华南","低糖燕麦脆","食品饮料","新客户","458.85","212.52","0.05","7"
"2025-12-10","华北","轻羽智能手表","数码家电","企业客户","9349.6","7129.07","0.2","13"
"2025-12-26","华东","山野挂耳咖啡","食品饮料","新客户","427.2","208.26","0.2","6"
"2025-12-01","华南","暖阳香薰机","家居生活","老客户","1184.05","654.71","0.15","7"
"2025-12-25","华东","极光机械键盘","数码家电","老客户","2574","1492.92","0","6"
"2025-12-06","华中","暖阳香薰机","家居生活","企业客户","1860.65","1028.83","0.15","11"
"2025-12-11","华北","复古帆布鞋","服饰箱包","企业客户","2690","1318.1","0","10"
"2025-12-04","华中","原木收纳架","家居生活","企业客户","2632","1368.64","0","8"
"2025-12-07","华南","城市通勤双肩包","服饰箱包","老客户","2584.8","1550.88","0.2","9"
"2025-12-10","华北","轻氧防晒外套","服饰箱包","企业客户","2287.35","1157.13","0.15","9"
"2025-12-24","华北","每日坚果礼盒","食品饮料","新客户","1113","690.06","0","7"
"2025-12-06","华中","星云降噪耳机","数码家电","老客户","1118.4","782.88","0.2","2"
"2025-12-23","华东","低糖燕麦脆","食品饮料","企业客户","1048.8","485.76","0.05","16"
